,BILLED_DATE,ID,SERVICE_type,Unique ID check,NET_AMOUNT,INVOICESTATUS,COLLECTED,APPROVEDDATE,Service Name
0,01-07-2020 00:50,73909,Test Service - 1,,0,Settled,01-07-2020 00:50,02-07-2020 00:50,service 1-1
1,01-07-2020 00:51,144667,Test Service - 1,,0,Settled,01-07-2020 00:50,02-07-2020 00:50,Service 2-1
2,01-07-2020 01:52,143472,Test Service - 1,,0,Settled,02-07-2020 00:50,03-07-2020 00:50,Service 2-3
3,01-07-2020 02:21,112135,Test Service - 1,,0,Settled,02-07-2020 00:50,04-07-2020 00:50,Service 1-2
4,01-07-2020 05:07,167627,Test Service - 1,,0,Settled,02-07-2020 00:50,05-07-2020 00:50,Service 12-4
5,02-07-2020 05:07,144534,Test Service - 1,,0,Settled,02-07-2020 00:50,06-07-2020 00:50,Service 1-4
6,02-07-2020 05:07,91504,Test Service - 1,,0,Settled,02-07-2020 00:50,07-07-2020 00:50,Service 2-5
7,02-07-2020 05:07,169941,Test Service - 1,,0,Settled,02-07-2020 00:50,08-07-2020 00:50,service 1-2
8,02-07-2020 05:07,99315,Test Service - 1,,0,Settled,03-07-2020 00:50,09-07-2020 00:50,Service 2-5
9,02-07-2020 05:07,103834,Test Service - 1,,0,Settled,03-07-2020 00:50,10-07-2020 00:50,Service 2-7
10,02-07-2020 05:07,118245,Test Service - 1,,0,Settled,03-07-2020 00:50,03-07-2020 05:07,Service 1-3
11,03-07-2020 05:07,128411,Test Service - 1,,0,Settled,03-07-2020 00:50,04-07-2020 05:07,Service 12-5
12,03-07-2020 05:07,162971,Test Service - 1,,0,Settled,03-07-2020 00:50,04-07-2020 05:07,Service 1-5
13,03-07-2020 05:07,85800,Test Service - 1,,0,Settled,03-07-2020 00:50,04-07-2020 05:07,Service 2-6
14,03-07-2020 05:07,104613,Test Service - 1,,0,Settled,03-07-2020 00:50,04-07-2020 05:07,service 1-3
15,03-07-2020 05:07,161880,Test Service - 1,,0,Settled,03-07-2020 00:50,04-07-2020 05:07,Service 2-9
16,03-07-2020 05:07,124622,Test Service - 1,,0,Settled,04-07-2020 00:50,05-07-2020 05:07,Service 2-11
17,03-07-2020 05:07,89876,Test Service - 1,,0,Settled,04-07-2020 00:50,05-07-2020 05:07,Service 1-4
18,03-07-2020 05:07,169279,Test Service - 1,,0,Settled,04-07-2020 00:50,04-07-2020 05:07,Service 12-6
19,03-07-2020 05:07,160830,Test Service - 1,,0,Settled,04-07-2020 00:50,04-07-2020 05:07,Service 1-2
20,04-07-2020 05:07,78749,Test Service - 11,,0,Settled,04-07-2020 00:50,05-07-2020 05:07,Service 12-4
21,04-07-2020 05:07,100421,Test Service - 11,,0,Settled,04-07-2020 00:50,05-07-2020 05:07,Service 1-4
22,04-07-2020 05:07,139372,Test Service - 11,,0,Settled,04-07-2020 00:50,05-07-2020 05:07,Service 2-5
23,04-07-2020 05:07,91504,Test Service - 11,,0,Settled,05-07-2020 00:50,08-07-2020 05:07,service 1-2
24,04-07-2020 05:07,169941,Test Service - 11,,0,Settled,05-07-2020 00:50,05-07-2020 05:07,Service 2-5
25,04-07-2020 05:07,99315,Test Service - 11,,0,Settled,05-07-2020 00:50,05-07-2020 05:07,Service 2-7
26,04-07-2020 05:07,103834,Test Service - 11,,0,Settled,05-07-2020 00:50,05-07-2020 05:07,Service 1-3
27,05-07-2020 05:07,118245,Test Service - 11,,0,Settled,05-07-2020 00:50,06-07-2020 05:07,Service 12-5
28,05-07-2020 05:07,124628,Test Service - 11,,0,Settled,05-07-2020 00:50,06-07-2020 05:07,Service 1-5
29,06-07-2020 05:07,102480,Test Service - 11,,0,Settled,06-07-2020 00:50,07-07-2020 05:07,Service 2-6
30,06-07-2020 05:07,168785,Test Service - 11,,0,Settled,06-07-2020 00:50,06-07-2020 17:07,service 1-3
31,06-07-2020 05:07,80304,Test Service - 11,,0,Settled,06-07-2020 00:50,09-07-2020 05:07,Service 1-6
32,06-07-2020 05:07,59788,Test Service - 11,,0,Settled,06-07-2020 00:50,10-07-2020 05:07,Service 12-8
33,06-07-2020 05:07,157357,Test Service - 11,,0,Settled,06-07-2020 00:50,07-07-2020 05:07,Service 1-8
34,06-07-2020 05:07,94117,Test Service - 11,,0,Settled,06-07-2020 00:50,07-07-2020 05:07,Service 2-9
35,06-07-2020 05:07,92522,Test Service - 11,,0,Settled,07-07-2020 00:50,07-07-2020 05:07,service 1-6
36,06-07-2020 05:07,111997,Test Service - 11,,0,Settled,07-07-2020 00:50,07-07-2020 05:07,Service 2-21
37,07-07-2020 05:07,104989,Test Service - 11,,0,Settled,07-07-2020 00:50,08-07-2020 05:07,Service 2-23
38,07-07-2020 05:07,128635,Test Service - 11,,0,Settled,07-07-2020 00:50,08-07-2020 05:07,Service 1-7
39,07-07-2020 05:07,149494,Test Service - 11,,0,Settled,07-07-2020 00:50,07-07-2020 17:07,Service 12-9
40,07-07-2020 05:07,144835,Test Service - 11,,0,Settled,07-07-2020 00:50,10-07-2020 05:07,Service 1-2
41,07-07-2020 05:07,130669,Test Service - 11,,0,Settled,08-07-2020 00:50,10-07-2020 05:07,Service 12-4
42,07-07-2020 05:07,100510,Test Service - 11,,0,Settled,08-07-2020 00:50,10-07-2020 05:07,Service 1-4
43,07-07-2020 05:07,86350,Test Service - 11,,0,Settled,08-07-2020 00:50,10-07-2020 05:07,Service 2-5
44,07-07-2020 05:07,105324,Test Service - 12,,0,Settled,08-07-2020 00:50,11-07-2020 00:50,service 1-2
45,08-07-2020 05:07,173017,Test Service - 12,,0,Settled,08-07-2020 00:50,11-07-2020 00:50,Service 2-5
46,08-07-2020 05:07,101219,Test Service - 12,,0,Settled,08-07-2020 00:50,11-07-2020 00:50,Service 2-7
47,08-07-2020 05:07,160672,Test Service - 12,,0,Settled,08-07-2020 00:50,11-07-2020 00:50,Service 1-3
48,08-07-2020 05:07,164341,Test Service - 12,,0,Settled,09-07-2020 00:50,12-07-2020 00:50,Service 12-5
49,08-07-2020 05:07,130144,Test Service - 12,,0,Settled,09-07-2020 00:50,12-07-2020 00:50,Service 1-5
50,08-07-2020 05:07,94797,Test Service - 12,,0,Settled,09-07-2020 00:50,11-07-2020 05:07,Service 2-6
51,09-07-2020 05:07,102570,Test Service - 12,,0,Settled,09-07-2020 00:50,12-07-2020 05:07,service 1-3
52,09-07-2020 05:07,163292,Test Service - 12,,0,Settled,09-07-2020 00:50,12-07-2020 05:07,Service 1-9
53,09-07-2020 05:07,85345,Test Service - 12,,0,Settled,09-07-2020 00:50,12-07-2020 05:07,Service 12-11
54,09-07-2020 05:07,143934,Test Service - 12,,0,Settled,10-07-2020 00:50,10-07-2020 05:07,Service 1-11
55,09-07-2020 05:07,93060,Test Service - 12,,0,Settled,10-07-2020 00:50,10-07-2020 05:07,Service 2-12
56,09-07-2020 05:07,152574,Test Service - 12,,0,Settled,10-07-2020 00:50,13-07-2020 05:07,service 1-9
57,09-07-2020 05:07,149494,Test Service - 12,,0,Settled,10-07-2020 00:50,10-07-2020 05:07,Service 2-33
58,09-07-2020 05:07,144835,Test Service - 12,,0,Settled,10-07-2020 00:50,10-07-2020 05:07,Service 2-35
59,10-07-2020 05:07,130669,Test Service - 12,,0,Settled,10-07-2020 00:50,11-07-2020 05:07,Service 1-10
60,10-07-2020 05:07,100510,Test Service - 12,,0,Settled,11-07-2020 00:50,11-07-2020 05:07,Service 12-12
61,10-07-2020 05:07,81524,Test Service - 12,,0,Settled,11-07-2020 00:50,11-07-2020 05:07,Service 1-12
62,11-07-2020 05:07,163863,Test Service - 12,,0,Settled,11-07-2020 00:50,12-07-2020 05:07,Service 2-13
63,11-07-2020 05:07,128052,Test Service - 12,,0,Settled,11-07-2020 00:50,11-07-2020 17:07,service 1-10
64,11-07-2020 05:07,121411,Test Service - 12,,0,Settled,11-07-2020 00:50,14-07-2020 05:07,Service 2-37
65,11-07-2020 05:07,162968,Test Service - 12,,0,Settled,11-07-2020 00:50,14-07-2020 05:07,Service 2-39
66,11-07-2020 05:07,96148,Test Service - 12,,0,Settled,12-07-2020 00:50,14-07-2020 05:07,Service 1-11
67,12-07-2020 05:07,135991,Test Service - 12,,0,Settled,12-07-2020 00:50,15-07-2020 05:07,Service 2-33
68,12-07-2020 05:07,79922,Test Service - 12,,0,Settled,12-07-2020 00:50,15-07-2020 00:50,Service 2-35
69,12-07-2020 05:07,105435,Test Service - 12,,0,Settled,12-07-2020 00:50,15-07-2020 00:50,Service 1-10
70,12-07-2020 05:07,76622,Test Service - 12,,0,Settled,12-07-2020 00:50,15-07-2020 00:50,Service 12-12
71,13-07-2020 05:07,108691,Test Service - 12,,0,Settled,12-07-2020 00:50,15-07-2020 00:50,Service 1-12
72,13-07-2020 05:07,175432,Test Service - 12,,0,Settled,13-07-2020 00:50,16-07-2020 00:50,Service 2-13
73,13-07-2020 05:07,122662,Test Service - 12,,0,Settled,13-07-2020 00:50,16-07-2020 00:50,service 1-10
74,14-07-2020 05:07,162023,Test Service - 12,,0,Settled,13-07-2020 00:50,17-07-2020 05:07,Service 1-12
75,14-07-2020 05:07,118409,Test Service - 13,,0,Settled,13-07-2020 00:50,17-07-2020 05:07,Service 2-13
76,14-07-2020 05:07,147472,Test Service - 13,,0,Settled,14-07-2020 00:50,17-07-2020 05:07,service 1-10
77,15-07-2020 05:07,149752,Test Service - 13,,0,Settled,14-07-2020 00:50,18-07-2020 05:07,service 1-12
78,15-07-2020 05:07,146875,Test Service - 13,,0,Settled,14-07-2020 00:50,18-07-2020 05:07,Service 2-45
79,15-07-2020 05:07,79826,Test Service - 13,,0,Settled,14-07-2020 00:50,18-07-2020 05:07,Service 2-47
80,16-07-2020 05:07,89934,Test Service - 13,,0,Settled,14-07-2020 00:50,19-07-2020 05:07,Service 2-33
81,16-07-2020 05:07,113927,Test Service - 13,,0,Settled,14-07-2020 00:50,20-07-2020 05:07,Service 2-35
82,16-07-2020 05:07,19116,Test Service - 13,,0,Settled,16-07-2020 00:50,21-07-2020 05:07,Service 1-10
83,16-07-2020 05:07,97197,Test Service - 13,,0,Settled,16-07-2020 00:50,22-07-2020 05:07,Service 12-12
84,17-07-2020 05:07,154339,Test Service - 13,,0,Settled,16-07-2020 00:50,23-07-2020 05:07,Service 1-12
85,17-07-2020 05:07,136942,Test Service - 13,,0,Settled,16-07-2020 00:50,18-07-2020 05:07,Service 2-13
86,17-07-2020 05:07,160855,Test Service - 13,,0,Settled,17-07-2020 00:50,18-07-2020 05:07,service 1-10
87,17-07-2020 05:07,102700,Test Service - 13,,0,Settled,17-07-2020 00:50,18-07-2020 05:07,Service 1-14
88,17-07-2020 05:07,122662,Test Service - 13,,0,Settled,17-07-2020 00:50,18-07-2020 05:07,Service 2-33
89,18-07-2020 05:07,162023,Test Service - 13,,0,Settled,17-07-2020 00:50,19-07-2020 05:07,Service 2-35
90,18-07-2020 05:07,118409,Test Service - 13,,0,Settled,17-07-2020 00:50,19-07-2020 05:07,Service 1-10
91,18-07-2020 05:07,92627,Test Service - 13,,0,Settled,18-07-2020 00:50,20-07-2020 05:07,Service 12-12
92,18-07-2020 05:07,141047,Test Service - 13,,0,Settled,18-07-2020 00:50,20-07-2020 05:07,Service 1-12
93,18-07-2020 05:07,136150,Test Service - 13,,0,Settled,18-07-2020 00:50,19-07-2020 05:07,Service 2-13
94,18-07-2020 05:07,142996,Test Service - 13,,0,Settled,18-07-2020 00:50,19-07-2020 05:07,service 1-10
95,18-07-2020 05:07,87875,Test Service - 13,,0,Settled,18-07-2020 00:50,19-07-2020 05:07,Service 1-12
96,19-07-2020 05:07,79458,Test Service - 13,,0,Settled,18-07-2020 00:50,20-07-2020 05:07,Service 2-13
97,20-07-2020 05:07,85626,Test Service - 13,,0,Settled,19-07-2020 00:50,21-07-2020 05:07,service 1-10
